amount,timestamp,device_id,location,region,account_age_days,transaction_type,velocity_last_1hr,device_change_flag,is_night,is_fraud
278729.73,2025-01-21 00:08:05,70a1f115-14b6-4185-ae83-1b7e02ffa2e0,Iganga,Eastern,3,airtime,9,1,1,1
158303.39,2025-02-21 21:59:25,32b1f8ec-6c4b-4a42-a169-95bf39b58fc1,Entebbe,Central,22,airtime,10,1,0,1
212542.31,2025-02-04 21:13:43,82659e90-4712-4c9a-a0ad-129dc5d358ae,Njeru,Eastern,22,airtime,8,0,0,1
119946.19,2025-02-09 11:19:09,3254b9a5-8bba-4d4e-be59-6bfda0a2a30c,Hoima,Western,19,airtime,8,0,0,1
284391.13,2025-04-01 14:32:13,cbd5edbf-460f-405d-93e9-4d0f8ea92d0c,Kampala,Central,29,airtime,8,0,0,1
128154.09,2025-04-19 19:11:02,41fc991b-8f7d-40c1-a1e3-a8d9286aaa06,Arua,Northern,23,transfer,5,1,0,1
144979.36,2025-03-03 07:33:09,52253876-154a-46f7-bbf3-43eb27c8e98d,Lira,Northern,15,withdrawal,7,1,0,1
211626.83,2025-01-24 19:38:58,b6e9b30e-db79-4684-93a1-4a11b0ec5f6a,Kabale,Western,29,withdrawal,6,1,0,1
252818.6,2025-01-01 13:55:37,f26bdb22-55dc-454a-b1e3-5500f664fad7,Jinja,Eastern,23,airtime,5,0,0,1
223870.26,2025-01-14 12:38:22,9e2d622b-8be2-43b0-b365-5157c67071f3,Masaka,Central,5,withdrawal,10,0,0,1
146426.78,2025-05-21 09:07:42,76b2b943-90c0-448d-8d01-b88173d01e72,Kasese,Western,21,deposit,4,1,0,1
100188.61,2025-02-16 21:11:46,efcc5954-6dce-4c38-835e-dca9cdd5b0ee,Hoima,Western,4,withdrawal,5,1,0,1
251430.12,2025-02-18 10:07:49,f5acb39a-4f73-4317-914b-e485b94ad5c0,Masaka,Central,16,airtime,7,1,0,1
297041.47,2025-04-04 17:57:18,6a80941b-c1fe-4c68-b3dc-87b9f040ad03,Gulu,Northern,26,deposit,3,0,0,1
261982.62,2025-01-29 15:52:51,557b6df2-cacd-45a1-9135-dbac45de79ac,Mbale,Eastern,16,transfer,7,1,0,1
192041.32,2025-02-12 03:43:40,bc492b03-8b2e-403b-b120-53c39ed5e8d5,Kampala,Central,17,deposit,7,0,1,1
280753.45,2025-01-11 13:12:04,28d3f733-fea6-4399-84d6-40574300d0ea,Fort Portal,Western,27,airtime,6,1,0,1
181969.53,2025-02-27 15:12:01,2957aaa4-125a-4b32-884a-d331a6bc838e,Lira,Northern,26,deposit,7,0,0,1
204986.82,2025-04-17 06:52:09,7f769c6f-12a0-45d7-a06d-07fe6d62d69e,Kabale,Western,1,deposit,6,0,0,1
195425.95,2025-04-02 17:56:08,2ead2214-1307-4f89-91f2-a505b330ee91,Entebbe,Central,8,airtime,3,1,0,1
189524.77,2025-03-20 06:43:01,65ab0f26-829e-4dda-8295-1f8d70c3070f,Lira,Northern,6,withdrawal,3,1,0,1
255038.15,2025-05-06 23:12:31,09c6d0a9-0e9b-449d-8602-fa2680c15f53,Jinja,Eastern,12,transfer,8,1,1,1
205353.78,2025-03-28 13:56:24,e8c66e2e-6468-464a-9df9-c9bd29d5974c,Gulu,Northern,23,withdrawal,7,0,0,1
163343.42,2025-01-19 02:24:24,98b33413-e4b9-486c-a048-58f80a8f4dd4,Luwero,Central,20,airtime,4,1,1,1
151631.63,2025-05-06 12:06:16,622a8d81-dfaf-45fb-9af3-49e419f62df0,Arua,Northern,29,deposit,8,1,0,1
107549.46,2025-04-06 15:42:14,ca9c0829-f0d9-45fe-bfb2-4e5de67b39df,Kampala,Central,3,withdrawal,4,1,0,1
216639.03,2025-03-28 23:30:41,17a6f9b3-25dd-4e05-810d-7690ec332805,Kabale,Western,24,deposit,7,0,1,1
145992.28,2025-05-03 08:57:36,78717800-adf1-4469-a94f-a97e764c6c4f,Masaka,Central,16,withdrawal,6,1,0,1
129626.78,2025-03-13 07:07:43,78f01198-3166-42fe-9d12-67f0d710d0e6,Tororo,Eastern,14,deposit,10,1,0,1
230765.99,2025-03-31 08:41:35,f3027fc8-1fc1-4994-88c4-a934d2240e37,Entebbe,Central,3,deposit,10,1,0,1
236241.85,2025-01-01 00:17:21,b7318bc9-86fc-429c-bdf9-0f6e76aae29a,Mbale,Eastern,4,withdrawal,5,1,1,1
250430.98,2025-03-17 21:58:50,ab5fbaec-c27d-43ba-af74-0b11f7fd6d21,Jinja,Eastern,20,withdrawal,6,1,0,1
200715.38,2025-05-05 20:11:24,227add25-19a5-4306-a2e3-d4e636154678,Arua,Northern,2,withdrawal,7,1,0,1
278810.92,2025-04-20 03:41:41,dfc4b35c-2c53-408d-9b5d-0b22da3fd952,Kabale,Western,18,withdrawal,5,1,1,1
287268.55,2025-05-17 10:59:11,f5a6ae13-ea43-49a2-8f8c-1e4b6c11a488,Tororo,Eastern,2,withdrawal,9,1,0,1
261474.19,2025-01-21 00:20:47,884c0ffb-dac7-4483-b213-d5b122e07e7d,Kabale,Western,26,airtime,5,1,1,1
227118.7,2025-03-19 03:47:41,71a30c61-241c-4c08-b929-3ebc39bf26d1,Njeru,Eastern,4,withdrawal,5,1,1,1
160744.19,2025-03-03 15:24:01,447d13d8-29f2-482c-b6ec-8b929053174e,Fort Portal,Western,7,airtime,9,0,0,1
296588.98,2025-04-12 05:05:54,802e3223-2313-4329-977f-6155c0ddfd2a,Fort Portal,Western,4,transfer,5,1,1,1
154827.23,2025-01-12 13:04:23,e99c5bed-3120-4b39-b4c9-1334cbb6f424,Entebbe,Central,29,transfer,10,1,0,1
140531.38,2025-04-04 21:03:45,927dab80-f0e5-4aef-b192-9e08b6237842,Kabale,Western,30,withdrawal,10,1,0,1
188430.82,2025-04-07 00:33:19,a892d3d2-922f-4e72-9953-7cbc8c0d32ef,Fort Portal,Western,23,withdrawal,4,0,1,1
111368.11,2025-01-16 14:41:58,a6a6c79f-0bc0-48c3-9605-647876a625d0,Luwero,Central,10,withdrawal,8,0,0,1
295698.89,2025-03-30 05:49:50,a2dcd42f-ab82-4907-97ff-6fe51b053536,Kampala,Central,4,deposit,6,0,1,1
217686.71,2025-04-23 05:30:50,2bc009aa-6cce-47db-8ea6-0703eececd88,Kampala,Central,25,deposit,7,0,1,1
211390.42,2025-05-08 18:10:10,e7c9d7e9-393a-4bcf-b43b-7cba5f9c9b60,Soroti,Eastern,19,airtime,9,1,0,1
231159.26,2025-03-29 00:18:31,4669cebd-4bc9-46e6-a7ce-69242d698166,Luwero,Central,3,airtime,10,0,1,1
199404.73,2025-01-29 06:18:43,dcd1fcef-4b29-4b4d-9306-0c3539dc6aef,Masaka,Central,2,transfer,10,1,0,1
106412.7,2025-04-28 13:38:24,2e53bb48-a77f-48fa-a1e4-2599da3d2b88,Mbale,Eastern,12,transfer,5,1,0,1
222462.26,2025-03-22 18:16:29,88487e7a-df23-4a03-8292-9cd71ee54f43,Mukono,Central,25,deposit,4,1,0,1
243234.78,2025-03-14 07:02:45,7cccc798-c818-45b3-979f-077c2602cce9,Fort Portal,Western,22,transfer,4,1,0,1
183349.81,2025-03-09 23:21:06,c422734b-2061-4631-8f9e-a37b10a5c75d,Gulu,Northern,11,transfer,3,0,1,1
251459.11,2025-02-09 02:56:52,64eee0bf-0a59-4f9a-9ac6-150b8bd1e5cc,Njeru,Eastern,20,transfer,6,1,1,1
145400.26,2025-04-06 02:42:23,a2b3138d-82df-4e77-9af0-c8d666f743d1,Mukono,Central,28,transfer,3,1,1,1
144255.32,2025-02-08 14:43:03,d0924ac0-aa8b-40cf-a50d-5e0024a96e61,Tororo,Eastern,20,airtime,9,0,0,1
132283.4,2025-01-13 13:35:15,fa4cb6c0-a487-40fd-83f6-92ac255b47f0,Mukono,Central,13,deposit,5,0,0,1
174398.95,2025-05-20 02:53:46,ab1f01f3-4d58-438a-9f47-e4249c702398,Arua,Northern,7,transfer,3,1,1,1
269402.41,2025-03-06 09:01:53,4050c07c-4432-47cf-878a-6ba9a73499dc,Mbarara,Western,24,airtime,3,0,0,1
265582.41,2025-01-31 18:03:58,09d63bcd-b222-460a-a326-251a59bd9a13,Njeru,Eastern,16,withdrawal,7,1,0,1
176564.84,2025-04-07 01:07:57,c2999763-5222-4d51-97e2-235e018f9252,Bushenyi,Western,14,deposit,6,1,1,1
217823.75,2025-05-13 06:11:07,1fcb6faf-2a7f-424d-88d9-d7777e1cbe32,Kabale,Western,7,withdrawal,9,1,0,1
244163.26,2025-01-28 20:56:17,14393adf-2f29-467a-a1ba-7b2e83fab89f,Bushenyi,Western,25,transfer,7,1,0,1
148241.35,2025-04-05 17:20:14,545c83cc-6a83-4a1b-bd66-4c6c799e51a2,Bushenyi,Western,23,deposit,5,1,0,1
133628.22,2025-01-12 09:08:08,bf4d7342-8dc9-4939-9119-b7af729aeffe,Hoima,Western,20,withdrawal,10,1,0,1
294419.2,2025-01-13 19:28:11,2da12ab1-e63c-41bc-8af2-4bfdded46cca,Kasese,Western,28,airtime,5,1,0,1
223511.46,2025-05-01 03:58:26,3741a454-4281-4491-afd4-0a50ed5c65be,Bushenyi,Western,11,airtime,8,1,1,1
296283.14,2025-03-26 01:19:21,fdac74f2-d698-414b-bbb4-f678d793d2f4,Mbarara,Western,7,withdrawal,9,0,1,1
167551.2,2025-05-04 08:05:19,f7cc9a11-4380-4d9a-a9e5-df74d2b3112e,Fort Portal,Western,30,airtime,5,0,0,1
240606.34,2025-05-07 23:56:28,31ae0b23-db69-4f8b-b530-485c24fe6a26,Arua,Northern,14,transfer,6,1,1,1
144520.73,2025-03-20 21:52:59,80e4af7f-467a-4361-a97d-5efdacab6432,Luwero,Central,7,transfer,6,1,0,1
152240.03,2025-02-19 21:21:47,1b748928-6886-4812-8482-463f3692005c,Arua,Northern,18,withdrawal,3,1,0,1
202380.42,2025-03-23 13:08:35,ea86befc-9e53-4cfb-a4a6-ec4f8395a74f,Arua,Northern,14,airtime,10,1,0,1
163923.63,2025-02-27 16:22:56,2445fe04-7faf-41b1-ae96-660d163a18f6,Kabale,Western,14,transfer,7,1,0,1
133524.31,2025-04-03 03:39:00,155cb25a-8ecd-4dc0-87d0-a729e5484253,Luwero,Central,23,airtime,4,1,1,1
152576.14,2025-03-21 05:30:24,dfc0c8de-a7c0-4bd8-967e-a3c6b1fbad6b,Luwero,Central,25,withdrawal,5,1,1,1
107149.68,2025-02-22 16:16:48,336b6d60-c350-47ac-b294-d503eed363b0,Arua,Northern,4,transfer,8,1,0,1
240884.72,2025-02-08 12:29:43,308e429f-b9ef-4862-920b-2f158364bce2,Jinja,Eastern,19,transfer,10,1,0,1
198423.33,2025-03-23 02:40:31,84a7eaec-b3e2-4e84-95ad-8c2cba6d52ab,Mbarara,Western,9,airtime,7,1,1,1
118848.61,2025-03-19 19:31:07,8b7bd08e-37cf-4a87-b3de-aad47441ace3,Mbarara,Western,4,airtime,7,0,0,1
134338.8,2025-04-01 03:06:09,25290573-87d7-4e39-bb93-7c1a9e5f6689,Masaka,Central,15,deposit,4,0,1,1
120506.91,2025-03-06 14:12:21,2b219363-1e5e-48a5-83f7-629769ecbc37,Fort Portal,Western,23,transfer,4,1,0,1
222518.56,2025-05-19 17:21:56,cab82a29-49ac-4d85-afe2-430e61f4d994,Bushenyi,Western,13,withdrawal,4,1,0,1
118842.07,2025-01-28 13:36:51,fa9f0717-021e-41c6-9e7c-95030f3f4005,Kampala,Central,28,deposit,9,1,0,1
250856.47,2025-02-23 16:08:27,21aad861-9cae-4f0b-ab19-bd1137214ee9,Kasese,Western,20,deposit,9,0,0,1
104102.18,2025-03-02 11:28:10,1d370894-0909-4fa3-a0af-62a77194d3ad,Kampala,Central,26,airtime,8,1,0,1
149875.16,2025-03-25 00:54:44,38831b52-b344-4c0f-bd3f-b8c6d3abd597,Soroti,Eastern,13,airtime,7,1,1,1
278133.34,2025-02-16 23:04:14,76accb98-77b8-4884-b177-bc44e12bf505,Mukono,Central,17,deposit,9,1,1,1
243706.26,2025-04-29 17:39:07,ffe250e9-e674-4ce4-ba98-53030d9b8327,Soroti,Eastern,30,deposit,10,1,0,1
114593.67,2025-02-01 15:54:14,ff9cef24-1da9-4a3c-a223-c90f8f117ef7,Soroti,Eastern,26,withdrawal,6,1,0,1
264225.22,2025-01-13 13:39:46,147b1195-7700-4d5e-a538-49b762e5f5f7,Soroti,Eastern,21,airtime,7,0,0,1
198607.02,2025-02-02 08:31:32,bf54b436-dde6-4843-b319-8a77a2e6c00c,Njeru,Eastern,12,transfer,9,1,0,1
269356.61,2025-04-24 07:23:44,fccff038-cf90-454b-9db0-c3ef644db7fc,Arua,Northern,1,withdrawal,4,1,0,1
220147.95,2025-02-07 04:38:03,098024ca-f2e4-429a-a01b-e545143aa7e4,Entebbe,Central,21,deposit,5,1,1,1
236366.61,2025-02-23 16:35:48,bb938de2-234c-4bfe-b070-ddf3dc55e782,Mbale,Eastern,8,transfer,10,0,0,1
298700.31,2025-03-20 16:24:06,69e26e86-2c85-4eb0-82f8-a8e5ff5927f3,Mbale,Eastern,23,withdrawal,10,0,0,1
146467.11,2025-03-30 17:17:18,39c7abe5-1672-4900-a73f-07d129308f6c,Fort Portal,Western,13,deposit,8,1,0,1
224789.11,2025-02-21 13:30:58,2d411d48-18fc-4cdf-aa49-7c2d9f2600e3,Gulu,Northern,19,airtime,10,1,0,1
192064.28,2025-03-30 05:38:22,2fefb94d-8927-4942-a9e0-94f1ecacbe9f,Njeru,Eastern,7,airtime,3,0,1,1
107890.39,2025-03-16 07:48:54,247bbf69-ad3f-4bac-9271-68f6f45bc53f,Tororo,Eastern,19,withdrawal,9,1,0,1
102894.13,2025-04-03 09:17:59,c600cf67-2e26-42d3-b4cd-4f126bb7fcdc,Masaka,Central,2,withdrawal,4,1,0,1
123845.72,2025-01-21 22:15:59,d80636ef-7190-4c3f-af71-d096030573ea,Soroti,Eastern,28,withdrawal,6,1,1,1
229818.35,2025-01-15 02:44:31,9fd43ad6-eb35-4dbb-9842-41278832b1f6,Kasese,Western,21,airtime,7,1,1,1
213432.62,2025-04-03 18:08:34,186f7fe9-0ff4-4638-93e9-09dd68f8b5e3,Luwero,Central,27,transfer,3,1,0,1
210685.91,2025-03-02 19:08:39,6a9d39d3-773f-430c-96f9-1a24b61474fb,Entebbe,Central,6,transfer,8,0,0,1
106371.35,2025-01-03 21:33:14,ca52439a-0fe6-4052-9f2d-fc9244495367,Njeru,Eastern,11,withdrawal,7,0,0,1
193860.6,2025-04-21 10:09:28,a1d1403a-8363-4fa1-8665-76b3e6bfe3ba,Tororo,Eastern,12,airtime,7,1,0,1
284924.56,2025-02-27 12:23:01,c48f0ed3-29f5-4e9a-a724-7d862c978584,Mukono,Central,14,airtime,7,1,0,1
179518.37,2025-03-07 00:03:54,0e00adae-830d-4fba-a3f9-c7b997d52bba,Lira,Northern,24,transfer,8,0,1,1
224984.49,2025-01-28 06:25:57,e90a973a-8369-4631-973e-72551b687876,Mbale,Eastern,16,airtime,5,1,0,1
255963.74,2025-04-19 15:28:11,a338ce29-ba2a-452a-be28-04f63e627bb8,Kampala,Central,4,transfer,4,1,0,1
256785.06,2025-03-22 15:42:03,21332206-1d9a-4c25-8e56-778497fa1b64,Iganga,Eastern,7,airtime,7,1,0,1
203856.02,2025-04-05 08:33:12,e4a0cfa5-2b6d-48f8-be6f-e7c10b36c685,Kabale,Western,23,airtime,5,1,0,1
271590.39,2025-05-09 23:37:57,86ffea97-45a1-4ddf-a3c3-65a9af31efc9,Mbarara,Western,27,transfer,6,1,1,1
178275.62,2025-03-09 21:40:20,47eecb0b-e1d5-4891-a054-e5391d1f8434,Jinja,Eastern,14,airtime,10,0,0,1
277738.64,2025-01-04 17:38:40,be611973-0294-4cd1-af42-79b89d3654ce,Gulu,Northern,2,withdrawal,10,1,0,1
148045.43,2025-04-02 09:48:52,1482678f-3bc0-4d9f-8e55-d314ca823981,Bushenyi,Western,4,deposit,7,1,0,1
156043.28,2025-03-08 05:35:48,725886ca-80d6-43d7-9c85-152a1dc4710e,Hoima,Western,15,transfer,4,0,1,1
110624.12,2025-03-06 21:34:27,55268896-5454-4000-bd84-d42c96093805,Arua,Northern,2,airtime,7,1,0,1
259116.37,2025-03-06 04:10:13,6d4d3fb3-5850-4895-bdf2-bd6d8c381e56,Lira,Northern,23,airtime,5,1,1,1
183411.05,2025-02-01 19:38:47,c601cf45-a38a-445f-8148-6e485d707b48,Arua,Northern,11,airtime,5,0,0,1
145823.32,2025-05-09 20:39:40,068a49eb-b4b2-41cb-aff3-5dd26b73bb71,Bushenyi,Western,7,deposit,10,1,0,1
146358.06,2025-04-13 01:20:55,f063e623-2e24-4fb0-968a-9fa13d5f8706,Bushenyi,Western,26,transfer,8,0,1,1
280279.99,2025-02-01 08:41:47,155969fb-fdfc-4ef4-9eab-e9207d7578fa,Luwero,Central,19,withdrawal,6,1,0,1
266783.32,2025-02-13 13:28:05,c2e1090a-29cb-4d2f-92fd-e6560f5e47bf,Mbale,Eastern,14,airtime,9,1,0,1
210706.18,2025-02-04 08:54:27,641b5b26-22eb-4c1e-b64e-9b62f6f81df6,Iganga,Eastern,23,transfer,4,0,0,1
223222.16,2025-05-12 04:38:07,c368befa-34a1-438c-8986-8edc3c26a965,Hoima,Western,17,deposit,4,0,1,1
194865.11,2025-04-17 20:36:17,1d3e4d00-8703-4a33-9f12-61adb97403bb,Iganga,Eastern,2,airtime,4,0,0,1
178333.31,2025-04-05 18:50:08,4d75c3c7-a699-410b-a622-e95c41e91405,Kampala,Central,16,withdrawal,4,0,0,1
283095.38,2025-02-16 03:18:17,6a4c73f9-04ad-4d13-b12b-3cdf35f65f1a,Mbarara,Western,3,airtime,9,1,1,1
125122.54,2025-01-19 11:41:51,9d6f5c6d-ae20-42b8-98ab-a31e17dc0bc7,Mukono,Central,23,withdrawal,4,0,0,1
183689.36,2025-02-14 21:35:32,c38b8ad8-eab0-4757-9b76-a34b5488d6c5,Kasese,Western,8,withdrawal,10,1,0,1
168912.38,2025-05-11 18:52:54,8a1b24dd-1806-48c6-9658-3ab89201a478,Kabale,Western,6,airtime,10,1,0,1
199630.14,2025-03-24 13:19:17,d2030614-8278-4e05-af1e-0c68b2165870,Kasese,Western,30,airtime,5,1,0,1
191526.37,2025-03-15 19:35:24,b5c58259-27a3-4bb3-b327-43209eee03ca,Luwero,Central,10,transfer,10,1,0,1
203777.91,2025-04-18 18:58:50,76dd2666-3865-4a99-87d3-ca800fabe7d8,Luwero,Central,18,withdrawal,5,1,0,1
127983.8,2025-01-19 20:12:54,518e7dab-47b9-43cf-b9c4-d68a6a1fe631,Jinja,Eastern,11,withdrawal,5,1,0,1
202628.3,2025-02-16 08:04:40,945a7a5a-b6d1-40f9-9c06-95d9f1158f6b,Bushenyi,Western,27,withdrawal,5,0,0,1
148483.76,2025-03-03 10:44:03,09c72cd5-01a5-4d60-8f71-c2f8cfa3aa04,Mukono,Central,16,withdrawal,9,1,0,1
136866.27,2025-03-04 03:57:48,74027c8d-66a6-49c8-be53-9e4c43416a96,Entebbe,Central,24,withdrawal,5,1,1,1
112966.84,2025-02-17 08:05:47,e2bb4da4-8049-4dff-980a-8c79eb595a59,Masaka,Central,30,deposit,6,0,0,1
252530.51,2025-01-13 10:37:32,5c6f698d-58aa-4881-851a-ea7d97f9e606,Masaka,Central,15,withdrawal,9,1,0,1
185488.38,2025-01-21 21:46:55,57be3350-0200-43ff-acd8-b079f7213524,Kasese,Western,5,withdrawal,3,0,0,1
225328.74,2025-01-25 01:54:33,23aa2d06-60e1-4f72-9143-c192dd60f519,Fort Portal,Western,22,transfer,3,0,1,1
245518.67,2025-01-15 22:06:00,3229388f-cd13-41da-ba62-816ac067f7de,Njeru,Eastern,27,withdrawal,10,1,1,1
235863.33,2025-02-03 12:02:12,ef11680f-fcd4-4cc5-96df-657abab9f1e4,Arua,Northern,16,withdrawal,9,0,0,1
194100.14,2025-05-03 08:14:28,ce575ea6-ecd4-4ad4-9e0c-785774d9419e,Entebbe,Central,25,deposit,5,1,0,1
177579.71,2025-03-05 13:15:34,143e9503-4e5b-4969-855a-ff4a59011d93,Gulu,Northern,19,deposit,7,1,0,1
175191.98,2025-01-09 22:08:57,327c0cc0-b389-4e08-a359-155eeb022196,Tororo,Eastern,5,transfer,10,0,1,1
228009.76,2025-05-21 01:59:17,fdd6efe9-bee8-49a5-a7fe-f33afe9d7c06,Bushenyi,Western,15,transfer,5,1,1,1
198958.87,2025-01-08 23:44:17,4ca362e6-3c73-4054-ab86-73592f0aca5b,Masaka,Central,2,transfer,7,1,1,1
269826.45,2025-03-02 12:42:07,aa9f6505-2084-4ce2-91ee-8cdb0e829a93,Soroti,Eastern,26,airtime,9,1,0,1
274940.4,2025-02-09 20:11:26,0240d5b8-f39d-4cd8-9b2d-cf97ee1a15dc,Mbale,Eastern,14,transfer,9,1,0,1
134112.08,2025-01-21 12:25:31,35189371-5c8c-4d59-87fe-f5e810ad5012,Soroti,Eastern,3,deposit,4,1,0,1
127246.73,2025-02-07 19:20:06,13455e29-1ab2-4430-917d-e7c2310a9469,Njeru,Eastern,9,transfer,10,1,0,1
226080.19,2025-03-01 19:55:22,83465c3a-e3ee-4522-ac1f-11407cb48c00,Kampala,Central,28,withdrawal,6,1,0,1
160245.15,2025-03-03 09:23:18,63a79ce0-4068-4a26-9a1c-6bcffe94c039,Mbale,Eastern,25,deposit,3,1,0,1
103714.14,2025-05-14 18:01:00,9efca39b-a7df-460b-bdfe-ad2a4d7b78f1,Jinja,Eastern,13,deposit,3,1,0,1
277728.53,2025-04-04 17:29:18,47a56dad-c101-4e9d-8cf2-b0641583389b,Mukono,Central,22,airtime,8,1,0,1
145380.15,2025-05-17 22:54:37,60dfb842-4e1d-4d8a-941e-2f953968e98a,Masaka,Central,15,deposit,6,1,1,1
285856.13,2025-05-20 09:19:19,a4b4f0f7-4a61-4c54-afe8-b4a460482a65,Gulu,Northern,15,airtime,3,0,0,1
243486.89,2025-01-03 13:39:43,aea5b962-6593-49d7-a61e-dc6b38756285,Arua,Northern,11,withdrawal,9,1,0,1
252530.7,2025-02-09 05:45:10,558c2522-7976-4ad9-9d32-32f030c649bc,Mbale,Eastern,21,deposit,7,1,1,1
140292.3,2025-01-24 01:44:25,c8b16178-431c-4886-8f97-f5d8c1675ed0,Luwero,Central,12,withdrawal,5,1,1,1
146838.89,2025-02-13 14:05:20,bd95b178-da95-408e-bc4a-0441b1c42ad5,Bushenyi,Western,7,transfer,3,1,0,1
204253.55,2025-04-26 15:22:02,78f4430e-f038-44ea-9a29-88bce45d5201,Masaka,Central,27,deposit,9,0,0,1
134419.97,2025-01-25 06:10:07,5042b400-63dd-412b-b619-e57483eda138,Entebbe,Central,20,deposit,6,1,0,1
